order_id,customer_id,order_date,status,shipping_city,channel,order_total,source_system,created_at,updated_at
ORD005013,CUS001027,2026-07-01T10:25:00+07:00,completed,Can Tho,social,7036500.00,ecommerce_api,2026-07-01T10:25:00+07:00,2026-07-01T11:31:00+07:00
ORD005014,CUS001037,2026-07-01T18:50:00+07:00,completed,Nha Trang,social,7155000.00,ecommerce_api,2026-07-01T18:50:00+07:00,2026-07-01T20:30:00+07:00
ORD005015,CUS000442,2026-07-01T18:22:00+07:00,completed,Ho Chi Minh City,web,7137000.00,ecommerce_api,2026-07-01T18:22:00+07:00,2026-07-01T21:03:00+07:00
ORD005016,CUS000029,2026-07-01T15:45:00+07:00,shipped,Nha Trang,social,8892500.00,ecommerce_api,2026-07-01T15:45:00+07:00,2026-07-01T18:45:00+07:00
ORD005017,CUS000589,2026-07-01T19:55:00+07:00,completed,Ho Chi Minh City,web,1662500.00,ecommerce_api,2026-07-01T19:55:00+07:00,2026-07-01T22:11:00+07:00
ORD005018,CUS000866,2026-07-01T15:07:00+07:00,completed,Can Tho,web,5610000.00,ecommerce_api,2026-07-01T15:07:00+07:00,2026-07-01T17:02:00+07:00
ORD005019,CUS000753,2026-07-01T20:49:00+07:00,cancelled,Nha Trang,web,7682500.00,ecommerce_api,2026-07-01T20:49:00+07:00,2026-07-01T22:35:00+07:00
ORD005020,CUS000426,2026-07-01T19:33:00+07:00,completed,Hanoi,social,25895000.00,ecommerce_api,2026-07-01T19:33:00+07:00,2026-07-01T20:32:00+07:00
ORD005021,CUS000173,2026-07-01T22:28:00+07:00,confirmed,Bac Ninh,mobile_app,7794000.00,ecommerce_api,2026-07-01T22:28:00+07:00,2026-07-02T00:05:00+07:00
ORD005022,CUS000460,2026-07-01T11:28:00+07:00,completed,Nha Trang,mobile_app,2510000.00,ecommerce_api,2026-07-01T11:28:00+07:00,2026-07-01T12:02:00+07:00
ORD005023,CUS000586,2026-07-01T08:47:00+07:00,confirmed,Quang Ninh,web,8565500.00,ecommerce_api,2026-07-01T08:47:00+07:00,2026-07-01T10:28:00+07:00
ORD005024,CUS000462,2026-07-01T22:23:00+07:00,shipped,Bac Ninh,web,3308000.00,ecommerce_api,2026-07-01T22:23:00+07:00,2026-07-02T00:24:00+07:00
ORD005025,CUS000516,2026-07-01T08:21:00+07:00,shipped,Hue,mobile_app,18185000.00,ecommerce_api,2026-07-01T08:21:00+07:00,2026-07-01T08:57:00+07:00
ORD005026,CUS000407,2026-07-01T14:29:00+07:00,shipped,Da Nang,mobile_app,19192000.00,ecommerce_api,2026-07-01T14:29:00+07:00,2026-07-01T14:49:00+07:00
ORD005027,CUS000444,2026-07-01T19:27:00+07:00,cancelled,Ho Chi Minh City,mobile_app,12221000.00,ecommerce_api,2026-07-01T19:27:00+07:00,2026-07-01T22:10:00+07:00
ORD005028,CUS000381,2026-07-01T18:51:00+07:00,completed,Quang Ninh,social,18062500.00,ecommerce_api,2026-07-01T18:51:00+07:00,2026-07-01T19:16:00+07:00
ORD005029,CUS000900,2026-07-01T08:15:00+07:00,completed,Quang Ninh,social,25923000.00,ecommerce_api,2026-07-01T08:15:00+07:00,2026-07-01T09:31:00+07:00
ORD005030,CUS000302,2026-07-01T17:21:00+07:00,completed,Hanoi,web,14668000.00,ecommerce_api,2026-07-01T17:21:00+07:00,2026-07-01T17:47:00+07:00
ORD005031,CUS000951,2026-07-01T16:57:00+07:00,completed,Quang Ninh,social,3222000.00,ecommerce_api,2026-07-01T16:57:00+07:00,2026-07-01T17:49:00+07:00
ORD005032,CUS000731,2026-07-01T13:40:00+07:00,shipped,Can Tho,web,13233500.00,ecommerce_api,2026-07-01T13:40:00+07:00,2026-07-01T14:43:00+07:00
ORD005033,CUS000961,2026-07-01T09:27:00+07:00,completed,Vinh,social,3222000.00,ecommerce_api,2026-07-01T09:27:00+07:00,2026-07-01T09:29:00+07:00
ORD005034,CUS000364,2026-07-01T17:12:00+07:00,completed,Ho Chi Minh City,mobile_app,1180000.00,ecommerce_api,2026-07-01T17:12:00+07:00,2026-07-01T18:01:00+07:00
ORD005035,CUS000274,2026-07-01T17:45:00+07:00,pending,Ho Chi Minh City,mobile_app,8451000.00,ecommerce_api,2026-07-01T17:45:00+07:00,2026-07-01T18:26:00+07:00
ORD005036,CUS000267,2026-07-01T18:41:00+07:00,completed,Quang Ninh,web,17739500.00,ecommerce_api,2026-07-01T18:41:00+07:00,2026-07-01T20:51:00+07:00
ORD005037,CUS000103,2026-07-01T09:39:00+07:00,completed,Ho Chi Minh City,social,27325000.00,ecommerce_api,2026-07-01T09:39:00+07:00,2026-07-01T11:34:00+07:00
ORD005038,CUS000661,2026-07-01T22:11:00+07:00,completed,Hanoi,social,9950000.00,ecommerce_api,2026-07-01T22:11:00+07:00,2026-07-02T00:27:00+07:00
ORD005039,CUS000975,2026-07-01T21:26:00+07:00,completed,Can Tho,social,10378000.00,ecommerce_api,2026-07-01T21:26:00+07:00,2026-07-01T21:28:00+07:00
ORD005040,CUS000948,2026-07-01T08:15:00+07:00,shipped,Hai Phong,web,10010000.00,ecommerce_api,2026-07-01T08:15:00+07:00,2026-07-01T08:41:00+07:00
ORD005041,CUS000354,2026-07-01T16:32:00+07:00,completed,Hai Phong,social,15350000.00,ecommerce_api,2026-07-01T16:32:00+07:00,2026-07-01T17:32:00+07:00
ORD005042,CUS000831,2026-07-01T19:54:00+07:00,confirmed,Quang Ninh,mobile_app,7770000.00,ecommerce_api,2026-07-01T19:54:00+07:00,2026-07-01T21:31:00+07:00
ORD005043,CUS000645,2026-07-01T12:02:00+07:00,completed,Nha Trang,web,13820000.00,ecommerce_api,2026-07-01T12:02:00+07:00,2026-07-01T12:52:00+07:00
ORD005044,CUS000124,2026-07-01T20:47:00+07:00,shipped,Hue,mobile_app,7831000.00,ecommerce_api,2026-07-01T20:47:00+07:00,2026-07-01T20:59:00+07:00
ORD005045,CUS000846,2026-07-01T11:58:00+07:00,completed,Hai Phong,web,32749000.00,ecommerce_api,2026-07-01T11:58:00+07:00,2026-07-01T13:06:00+07:00
ORD005046,CUS000793,2026-07-01T20:24:00+07:00,shipped,Hai Phong,social,4550500.00,ecommerce_api,2026-07-01T20:24:00+07:00,2026-07-01T20:34:00+07:00
ORD005047,CUS001008,2026-07-01T17:28:00+07:00,shipped,Bac Ninh,social,10290000.00,ecommerce_api,2026-07-01T17:28:00+07:00,2026-07-01T20:05:00+07:00
ORD005048,CUS000544,2026-07-01T12:19:00+07:00,confirmed,Nha Trang,mobile_app,13246500.00,ecommerce_api,2026-07-01T12:19:00+07:00,2026-07-01T12:30:00+07:00
ORD005049,CUS000400,2026-07-01T10:40:00+07:00,completed,Hue,web,19360000.00,ecommerce_api,2026-07-01T10:40:00+07:00,2026-07-01T13:27:00+07:00
ORD005050,CUS000169,2026-07-01T09:11:00+07:00,completed,Hue,mobile_app,11304500.00,ecommerce_api,2026-07-01T09:11:00+07:00,2026-07-01T10:28:00+07:00
ORD005051,CUS000013,2026-07-01T12:40:00+07:00,confirmed,Hanoi,mobile_app,12833000.00,ecommerce_api,2026-07-01T12:40:00+07:00,2026-07-01T14:11:00+07:00
ORD005052,CUS000138,2026-07-01T13:03:00+07:00,completed,Da Nang,mobile_app,9059500.00,ecommerce_api,2026-07-01T13:03:00+07:00,2026-07-01T13:31:00+07:00
ORD005053,CUS000263,2026-07-01T15:10:00+07:00,completed,Da Nang,social,26400000.00,ecommerce_api,2026-07-01T15:10:00+07:00,2026-07-01T16:47:00+07:00
ORD005054,CUS000063,2026-07-01T08:17:00+07:00,confirmed,Can Tho,web,18483500.00,ecommerce_api,2026-07-01T08:17:00+07:00,2026-07-01T10:21:00+07:00
ORD005055,CUS000779,2026-07-01T19:00:00+07:00,pending,Can Tho,web,21230000.00,ecommerce_api,2026-07-01T19:00:00+07:00,2026-07-01T21:56:00+07:00
ORD005056,CUS000368,2026-07-01T20:08:00+07:00,confirmed,Bac Ninh,web,9252000.00,ecommerce_api,2026-07-01T20:08:00+07:00,2026-07-01T21:57:00+07:00
ORD005057,CUS000523,2026-07-01T08:10:00+07:00,confirmed,Vinh,mobile_app,20873000.00,ecommerce_api,2026-07-01T08:10:00+07:00,2026-07-01T08:21:00+07:00
ORD005058,CUS000292,2026-07-01T09:02:00+07:00,completed,Nha Trang,social,5679000.00,ecommerce_api,2026-07-01T09:02:00+07:00,2026-07-01T09:06:00+07:00
ORD005059,CUS000411,2026-07-01T12:16:00+07:00,completed,Hanoi,mobile_app,13628000.00,ecommerce_api,2026-07-01T12:16:00+07:00,2026-07-01T15:12:00+07:00
ORD005060,CUS000174,2026-07-01T22:10:00+07:00,completed,Nha Trang,social,14384500.00,ecommerce_api,2026-07-01T22:10:00+07:00,2026-07-02T00:23:00+07:00
ORD005061,CUS000790,2026-07-01T21:44:00+07:00,completed,Vinh,web,26010000.00,ecommerce_api,2026-07-01T21:44:00+07:00,2026-07-02T00:39:00+07:00
ORD005062,CUS000881,2026-07-01T18:19:00+07:00,cancelled,Hanoi,web,5323500.00,ecommerce_api,2026-07-01T18:19:00+07:00,2026-07-01T21:12:00+07:00
ORD005063,CUS000266,2026-07-01T16:51:00+07:00,completed,Bac Ninh,web,20120000.00,ecommerce_api,2026-07-01T16:51:00+07:00,2026-07-01T19:14:00+07:00
ORD005064,CUS000583,2026-07-01T12:14:00+07:00,pending,Da Nang,web,18933000.00,ecommerce_api,2026-07-01T12:14:00+07:00,2026-07-01T14:08:00+07:00
ORD005065,CUS000572,2026-07-01T16:19:00+07:00,completed,Da Nang,social,8716500.00,ecommerce_api,2026-07-01T16:19:00+07:00,2026-07-01T17:15:00+07:00
ORD005066,CUS000491,2026-07-01T19:06:00+07:00,completed,Ho Chi Minh City,social,21274500.00,ecommerce_api,2026-07-01T19:06:00+07:00,2026-07-01T21:18:00+07:00
ORD005067,CUS000043,2026-07-01T11:41:00+07:00,pending,Hai Phong,social,7724000.00,ecommerce_api,2026-07-01T11:41:00+07:00,2026-07-01T13:42:00+07:00
ORD005068,CUS000021,2026-07-01T21:27:00+07:00,cancelled,Quang Ninh,social,22080000.00,ecommerce_api,2026-07-01T21:27:00+07:00,2026-07-01T23:58:00+07:00
ORD005069,CUS000303,2026-07-01T08:55:00+07:00,completed,Hue,web,18385000.00,ecommerce_api,2026-07-01T08:55:00+07:00,2026-07-01T10:25:00+07:00
ORD005070,CUS000284,2026-07-01T18:31:00+07:00,confirmed,Hue,web,23190000.00,ecommerce_api,2026-07-01T18:31:00+07:00,2026-07-01T19:08:00+07:00
ORD005071,CUS000561,2026-07-01T13:07:00+07:00,cancelled,Hue,web,10674000.00,ecommerce_api,2026-07-01T13:07:00+07:00,2026-07-01T14:48:00+07:00
ORD005072,CUS000679,2026-07-01T12:43:00+07:00,completed,Vinh,social,11666000.00,ecommerce_api,2026-07-01T12:43:00+07:00,2026-07-01T13:51:00+07:00
ORD005073,CUS000066,2026-07-01T14:08:00+07:00,completed,Hue,mobile_app,26507000.00,ecommerce_api,2026-07-01T14:08:00+07:00,2026-07-01T16:12:00+07:00
ORD005074,CUS000498,2026-07-01T17:18:00+07:00,completed,Da Nang,mobile_app,6280000.00,ecommerce_api,2026-07-01T17:18:00+07:00,2026-07-01T17:20:00+07:00
ORD005075,CUS000349,2026-07-01T22:08:00+07:00,pending,Can Tho,web,13750000.00,ecommerce_api,2026-07-01T22:08:00+07:00,2026-07-01T23:02:00+07:00
ORD005076,CUS000146,2026-07-01T14:04:00+07:00,completed,Hue,social,12130000.00,ecommerce_api,2026-07-01T14:04:00+07:00,2026-07-01T15:24:00+07:00
ORD005077,CUS000433,2026-07-01T09:46:00+07:00,completed,Da Nang,mobile_app,9684000.00,ecommerce_api,2026-07-01T09:46:00+07:00,2026-07-01T12:24:00+07:00
ORD005078,CUS000709,2026-07-01T21:06:00+07:00,completed,Vinh,web,17685000.00,ecommerce_api,2026-07-01T21:06:00+07:00,2026-07-01T22:27:00+07:00
ORD005079,CUS000908,2026-07-01T14:11:00+07:00,shipped,Vinh,mobile_app,3190000.00,ecommerce_api,2026-07-01T14:11:00+07:00,2026-07-01T16:29:00+07:00
ORD005080,CUS000590,2026-07-01T12:34:00+07:00,pending,Hai Phong,mobile_app,10975000.00,ecommerce_api,2026-07-01T12:34:00+07:00,2026-07-01T14:40:00+07:00
ORD005081,CUS000789,2026-07-01T12:56:00+07:00,completed,Nha Trang,web,22855000.00,ecommerce_api,2026-07-01T12:56:00+07:00,2026-07-01T13:05:00+07:00
ORD005082,CUS000437,2026-07-01T22:19:00+07:00,shipped,Can Tho,social,11169000.00,ecommerce_api,2026-07-01T22:19:00+07:00,2026-07-01T23:56:00+07:00
ORD005083,CUS001018,2026-07-01T15:16:00+07:00,completed,Da Nang,web,22788000.00,ecommerce_api,2026-07-01T15:16:00+07:00,2026-07-01T17:33:00+07:00
ORD005084,CUS000617,2026-07-01T08:44:00+07:00,completed,Vinh,mobile_app,6642000.00,ecommerce_api,2026-07-01T08:44:00+07:00,2026-07-01T10:26:00+07:00
ORD005085,CUS000318,2026-07-01T12:58:00+07:00,completed,Hai Phong,web,10970000.00,ecommerce_api,2026-07-01T12:58:00+07:00,2026-07-01T14:55:00+07:00
ORD005086,CUS000669,2026-07-01T20:56:00+07:00,completed,Vinh,web,5190000.00,ecommerce_api,2026-07-01T20:56:00+07:00,2026-07-01T21:17:00+07:00
ORD005087,CUS000609,2026-07-01T18:33:00+07:00,completed,Hue,web,10113000.00,ecommerce_api,2026-07-01T18:33:00+07:00,2026-07-01T18:36:00+07:00
ORD005088,CUS000296,2026-07-01T22:59:00+07:00,cancelled,Can Tho,mobile_app,9462000.00,ecommerce_api,2026-07-01T22:59:00+07:00,2026-07-01T23:00:00+07:00
ORD005089,CUS000941,2026-07-01T19:04:00+07:00,confirmed,Nha Trang,mobile_app,6980000.00,ecommerce_api,2026-07-01T19:04:00+07:00,2026-07-01T20:39:00+07:00
ORD005090,CUS000730,2026-07-01T09:26:00+07:00,completed,Quang Ninh,mobile_app,9813500.00,ecommerce_api,2026-07-01T09:26:00+07:00,2026-07-01T11:16:00+07:00
ORD005091,CUS000668,2026-07-01T21:21:00+07:00,completed,Hai Phong,mobile_app,5782000.00,ecommerce_api,2026-07-01T21:21:00+07:00,2026-07-02T00:03:00+07:00
ORD005092,CUS000353,2026-07-01T10:56:00+07:00,confirmed,Hanoi,mobile_app,18936000.00,ecommerce_api,2026-07-01T10:56:00+07:00,2026-07-01T12:09:00+07:00
ORD005093,CUS001040,2026-07-01T09:41:00+07:00,pending,Hue,social,13120000.00,ecommerce_api,2026-07-01T09:41:00+07:00,2026-07-01T10:03:00+07:00
ORD005094,CUS000302,2026-07-01T20:39:00+07:00,confirmed,Hai Phong,social,13490000.00,ecommerce_api,2026-07-01T20:39:00+07:00,2026-07-01T21:05:00+07:00
ORD005095,CUS000532,2026-07-01T21:19:00+07:00,shipped,Hanoi,mobile_app,11060000.00,ecommerce_api,2026-07-01T21:19:00+07:00,2026-07-01T23:02:00+07:00
ORD005096,CUS000112,2026-07-01T16:42:00+07:00,cancelled,Vinh,social,17235000.00,ecommerce_api,2026-07-01T16:42:00+07:00,2026-07-01T18:10:00+07:00
ORD005097,CUS000397,2026-07-01T21:49:00+07:00,confirmed,Hai Phong,web,396000.00,ecommerce_api,2026-07-01T21:49:00+07:00,2026-07-01T23:37:00+07:00
ORD005098,CUS000959,2026-07-01T16:03:00+07:00,completed,Quang Ninh,web,8654500.00,ecommerce_api,2026-07-01T16:03:00+07:00,2026-07-01T16:48:00+07:00
ORD005099,CUS000714,2026-07-01T11:03:00+07:00,completed,Ho Chi Minh City,social,15001500.00,ecommerce_api,2026-07-01T11:03:00+07:00,2026-07-01T13:36:00+07:00
ORD005100,CUS000160,2026-07-01T20:24:00+07:00,completed,Ho Chi Minh City,mobile_app,23220000.00,ecommerce_api,2026-07-01T20:24:00+07:00,2026-07-01T21:11:00+07:00
ORD005101,CUS000143,2026-07-01T20:32:00+07:00,confirmed,Nha Trang,mobile_app,7690000.00,ecommerce_api,2026-07-01T20:32:00+07:00,2026-07-01T23:24:00+07:00
ORD005102,CUS000606,2026-07-01T22:45:00+07:00,pending,Ho Chi Minh City,web,19108000.00,ecommerce_api,2026-07-01T22:45:00+07:00,2026-07-02T00:37:00+07:00
ORD005103,CUS000080,2026-07-01T08:30:00+07:00,completed,Hue,mobile_app,11191000.00,ecommerce_api,2026-07-01T08:30:00+07:00,2026-07-01T10:45:00+07:00
ORD005104,CUS000379,2026-07-01T14:29:00+07:00,completed,Bac Ninh,web,23003000.00,ecommerce_api,2026-07-01T14:29:00+07:00,2026-07-01T15:01:00+07:00
ORD005105,CUS000531,2026-07-01T09:26:00+07:00,confirmed,Bac Ninh,web,21736500.00,ecommerce_api,2026-07-01T09:26:00+07:00,2026-07-01T11:50:00+07:00
ORD005106,CUS000533,2026-07-01T17:43:00+07:00,completed,Nha Trang,web,12975000.00,ecommerce_api,2026-07-01T17:43:00+07:00,2026-07-01T17:43:00+07:00
ORD005107,CUS000782,2026-07-01T08:55:00+07:00,pending,Bac Ninh,social,11590000.00,ecommerce_api,2026-07-01T08:55:00+07:00,2026-07-01T10:07:00+07:00
ORD005108,CUS000255,2026-07-01T15:50:00+07:00,completed,Hue,mobile_app,3980500.00,ecommerce_api,2026-07-01T15:50:00+07:00,2026-07-01T17:53:00+07:00
ORD005109,CUS000252,2026-07-01T12:52:00+07:00,completed,Bac Ninh,web,6957000.00,ecommerce_api,2026-07-01T12:52:00+07:00,2026-07-01T15:29:00+07:00
ORD005110,CUS000976,2026-07-01T16:55:00+07:00,completed,Quang Ninh,web,17647000.00,ecommerce_api,2026-07-01T16:55:00+07:00,2026-07-01T18:13:00+07:00
ORD005111,CUS000284,2026-07-01T21:57:00+07:00,completed,Ho Chi Minh City,web,3201500.00,ecommerce_api,2026-07-01T21:57:00+07:00,2026-07-02T00:12:00+07:00
ORD005112,CUS000248,2026-07-01T19:09:00+07:00,pending,Hanoi,web,4512500.00,ecommerce_api,2026-07-01T19:09:00+07:00,2026-07-01T19:13:00+07:00
ORD005113,CUS000129,2026-07-01T10:32:00+07:00,completed,Vinh,mobile_app,11802000.00,ecommerce_api,2026-07-01T10:32:00+07:00,2026-07-01T13:01:00+07:00
ORD005114,CUS001033,2026-07-01T20:43:00+07:00,completed,Quang Ninh,social,11812500.00,ecommerce_api,2026-07-01T20:43:00+07:00,2026-07-01T21:06:00+07:00
ORD005115,CUS000488,2026-07-01T15:54:00+07:00,completed,Quang Ninh,social,7028500.00,ecommerce_api,2026-07-01T15:54:00+07:00,2026-07-01T17:28:00+07:00
ORD005116,CUS000538,2026-07-01T19:16:00+07:00,completed,Hanoi,social,15268000.00,ecommerce_api,2026-07-01T19:16:00+07:00,2026-07-01T21:44:00+07:00
ORD005117,CUS000295,2026-07-01T16:41:00+07:00,confirmed,Bac Ninh,social,15380000.00,ecommerce_api,2026-07-01T16:41:00+07:00,2026-07-01T19:35:00+07:00
ORD005118,CUS000867,2026-07-01T19:25:00+07:00,completed,Quang Ninh,mobile_app,20243500.00,ecommerce_api,2026-07-01T19:25:00+07:00,2026-07-01T19:32:00+07:00
ORD005119,CUS000588,2026-07-01T08:28:00+07:00,shipped,Bac Ninh,mobile_app,10500000.00,ecommerce_api,2026-07-01T08:28:00+07:00,2026-07-01T11:25:00+07:00
ORD005120,CUS000182,2026-07-01T13:31:00+07:00,shipped,Bac Ninh,mobile_app,1406000.00,ecommerce_api,2026-07-01T13:31:00+07:00,2026-07-01T14:57:00+07:00
ORD005121,CUS000229,2026-07-01T09:56:00+07:00,completed,Hue,mobile_app,13789500.00,ecommerce_api,2026-07-01T09:56:00+07:00,2026-07-01T12:30:00+07:00
ORD005122,CUS000625,2026-07-01T22:28:00+07:00,confirmed,Vinh,web,21330000.00,ecommerce_api,2026-07-01T22:28:00+07:00,2026-07-01T23:23:00+07:00
ORD005123,CUS000749,2026-07-01T19:47:00+07:00,completed,Nha Trang,mobile_app,10404000.00,ecommerce_api,2026-07-01T19:47:00+07:00,2026-07-01T21:21:00+07:00
ORD005124,CUS000024,2026-07-01T09:43:00+07:00,confirmed,Quang Ninh,web,11206000.00,ecommerce_api,2026-07-01T09:43:00+07:00,2026-07-01T10:13:00+07:00
ORD005125,CUS000111,2026-07-01T19:44:00+07:00,confirmed,Vinh,mobile_app,10890000.00,ecommerce_api,2026-07-01T19:44:00+07:00,2026-07-01T21:40:00+07:00
ORD005126,CUS000081,2026-07-01T12:13:00+07:00,completed,Hai Phong,web,5710000.00,ecommerce_api,2026-07-01T12:13:00+07:00,2026-07-01T13:56:00+07:00
ORD005127,CUS000986,2026-07-01T13:52:00+07:00,completed,Nha Trang,web,16634000.00,ecommerce_api,2026-07-01T13:52:00+07:00,2026-07-01T14:37:00+07:00
ORD005128,CUS000423,2026-07-01T12:44:00+07:00,shipped,Hanoi,mobile_app,8572000.00,ecommerce_api,2026-07-01T12:44:00+07:00,2026-07-01T12:50:00+07:00
ORD005129,CUS000716,2026-07-01T12:24:00+07:00,completed,Hai Phong,web,5616000.00,ecommerce_api,2026-07-01T12:24:00+07:00,2026-07-01T13:29:00+07:00
ORD005130,CUS000043,2026-07-01T21:12:00+07:00,completed,Bac Ninh,web,11276000.00,ecommerce_api,2026-07-01T21:12:00+07:00,2026-07-01T22:15:00+07:00
ORD005131,CUS000475,2026-07-01T12:07:00+07:00,completed,Hanoi,social,17594000.00,ecommerce_api,2026-07-01T12:07:00+07:00,2026-07-01T14:51:00+07:00
ORD005132,CUS000898,2026-07-01T20:56:00+07:00,completed,Hue,web,13704000.00,ecommerce_api,2026-07-01T20:56:00+07:00,2026-07-01T21:07:00+07:00
ORD005133,CUS001026,2026-07-01T14:33:00+07:00,completed,Can Tho,web,5004000.00,ecommerce_api,2026-07-01T14:33:00+07:00,2026-07-01T17:00:00+07:00
ORD005134,CUS000619,2026-07-01T08:12:00+07:00,completed,Ho Chi Minh City,social,13920000.00,ecommerce_api,2026-07-01T08:12:00+07:00,2026-07-01T08:45:00+07:00
ORD005135,CUS000570,2026-07-01T17:57:00+07:00,completed,Hue,social,12206500.00,ecommerce_api,2026-07-01T17:57:00+07:00,2026-07-01T19:35:00+07:00
ORD005136,CUS000280,2026-07-01T09:48:00+07:00,shipped,Bac Ninh,mobile_app,6650000.00,ecommerce_api,2026-07-01T09:48:00+07:00,2026-07-01T11:31:00+07:00
ORD005137,CUS000496,2026-07-01T21:02:00+07:00,confirmed,Vinh,mobile_app,14204500.00,ecommerce_api,2026-07-01T21:02:00+07:00,2026-07-01T21:47:00+07:00
ORD005138,CUS000400,2026-07-01T12:33:00+07:00,shipped,Ho Chi Minh City,web,20039000.00,ecommerce_api,2026-07-01T12:33:00+07:00,2026-07-01T13:25:00+07:00
ORD005139,CUS000976,2026-07-01T18:09:00+07:00,shipped,Bac Ninh,social,19864000.00,ecommerce_api,2026-07-01T18:09:00+07:00,2026-07-01T20:37:00+07:00
ORD005140,CUS000164,2026-07-01T20:37:00+07:00,completed,Bac Ninh,social,3062000.00,ecommerce_api,2026-07-01T20:37:00+07:00,2026-07-01T22:22:00+07:00
ORD005141,CUS000439,2026-07-01T10:14:00+07:00,completed,Hue,social,13077500.00,ecommerce_api,2026-07-01T10:14:00+07:00,2026-07-01T10:41:00+07:00
ORD005142,CUS000932,2026-07-01T22:22:00+07:00,pending,Da Nang,mobile_app,10772500.00,ecommerce_api,2026-07-01T22:22:00+07:00,2026-07-01T23:36:00+07:00
ORD005143,CUS000887,2026-07-01T14:48:00+07:00,completed,Quang Ninh,social,18046000.00,ecommerce_api,2026-07-01T14:48:00+07:00,2026-07-01T15:25:00+07:00
ORD005144,CUS000240,2026-07-01T15:47:00+07:00,cancelled,Hue,social,26439500.00,ecommerce_api,2026-07-01T15:47:00+07:00,2026-07-01T18:01:00+07:00
ORD005145,CUS000065,2026-07-01T15:56:00+07:00,completed,Can Tho,social,5770000.00,ecommerce_api,2026-07-01T15:56:00+07:00,2026-07-01T16:26:00+07:00
ORD005146,CUS000207,2026-07-01T19:21:00+07:00,completed,Hanoi,mobile_app,5709500.00,ecommerce_api,2026-07-01T19:21:00+07:00,2026-07-01T19:54:00+07:00
ORD005147,CUS000909,2026-07-01T22:31:00+07:00,confirmed,Ho Chi Minh City,mobile_app,8201000.00,ecommerce_api,2026-07-01T22:31:00+07:00,2026-07-01T23:16:00+07:00
ORD005148,CUS000463,2026-07-01T09:18:00+07:00,pending,Bac Ninh,web,6770000.00,ecommerce_api,2026-07-01T09:18:00+07:00,2026-07-01T09:19:00+07:00
ORD005149,CUS000715,2026-07-01T10:59:00+07:00,completed,Vinh,mobile_app,15616000.00,ecommerce_api,2026-07-01T10:59:00+07:00,2026-07-01T13:08:00+07:00
ORD005150,CUS000604,2026-07-01T09:09:00+07:00,completed,Ho Chi Minh City,mobile_app,9209000.00,ecommerce_api,2026-07-01T09:09:00+07:00,2026-07-01T09:54:00+07:00
ORD005151,CUS000074,2026-07-01T18:57:00+07:00,shipped,Can Tho,mobile_app,11692000.00,ecommerce_api,2026-07-01T18:57:00+07:00,2026-07-01T19:48:00+07:00
ORD005152,CUS000618,2026-07-01T11:17:00+07:00,completed,Hanoi,web,22895000.00,ecommerce_api,2026-07-01T11:17:00+07:00,2026-07-01T13:27:00+07:00
ORD005153,CUS000613,2026-07-01T15:31:00+07:00,completed,Quang Ninh,web,16222000.00,ecommerce_api,2026-07-01T15:31:00+07:00,2026-07-01T15:40:00+07:00
