order_id,customer_id,order_date,status,shipping_city,channel,order_total,source_system,created_at,updated_at
ORD005046,CUS000793,2026-07-01T20:24:00+07:00,shipped,Hai Phong,social,4550500.00,ecommerce_api,2026-07-01T20:24:00+07:00,2026-07-01T20:34:00+07:00
ORD005047,CUS001008,2026-07-01T17:28:00+07:00,shipped,Bac Ninh,social,10290000.00,ecommerce_api,2026-07-01T17:28:00+07:00,2026-07-01T20:05:00+07:00
ORD005048,CUS000544,2026-07-01T12:19:00+07:00,confirmed,Nha Trang,mobile_app,13246500.00,ecommerce_api,2026-07-01T12:19:00+07:00,2026-07-01T12:30:00+07:00
ORD005049,CUS000400,2026-07-01T10:40:00+07:00,completed,Hue,web,19360000.00,ecommerce_api,2026-07-01T10:40:00+07:00,2026-07-01T13:27:00+07:00
ORD005050,CUS000169,2026-07-01T09:11:00+07:00,completed,Hue,mobile_app,11304500.00,ecommerce_api,2026-07-01T09:11:00+07:00,2026-07-01T10:28:00+07:00
ORD005051,CUS000013,2026-07-01T12:40:00+07:00,confirmed,Hanoi,mobile_app,12833000.00,ecommerce_api,2026-07-01T12:40:00+07:00,2026-07-01T14:11:00+07:00
ORD005052,CUS000138,2026-07-01T13:03:00+07:00,completed,Da Nang,mobile_app,9059500.00,ecommerce_api,2026-07-01T13:03:00+07:00,2026-07-01T13:31:00+07:00
ORD005053,CUS000263,2026-07-01T15:10:00+07:00,completed,Da Nang,social,26400000.00,ecommerce_api,2026-07-01T15:10:00+07:00,2026-07-01T16:47:00+07:00
ORD005054,CUS000063,2026-07-01T08:17:00+07:00,confirmed,Can Tho,web,18483500.00,ecommerce_api,2026-07-01T08:17:00+07:00,2026-07-01T10:21:00+07:00
ORD005055,CUS000779,2026-07-01T19:00:00+07:00,pending,Can Tho,web,21230000.00,ecommerce_api,2026-07-01T19:00:00+07:00,2026-07-01T21:56:00+07:00
ORD005056,CUS000368,2026-07-01T20:08:00+07:00,confirmed,Bac Ninh,web,9252000.00,ecommerce_api,2026-07-01T20:08:00+07:00,2026-07-01T21:57:00+07:00
ORD005057,CUS000523,2026-07-01T08:10:00+07:00,confirmed,Vinh,mobile_app,20873000.00,ecommerce_api,2026-07-01T08:10:00+07:00,2026-07-01T08:21:00+07:00
ORD005058,CUS000292,2026-07-01T09:02:00+07:00,completed,Nha Trang,social,5679000.00,ecommerce_api,2026-07-01T09:02:00+07:00,2026-07-01T09:06:00+07:00
ORD005059,CUS000411,2026-07-01T12:16:00+07:00,completed,Hanoi,mobile_app,13628000.00,ecommerce_api,2026-07-01T12:16:00+07:00,2026-07-01T15:12:00+07:00
ORD005060,CUS000174,2026-07-01T22:10:00+07:00,completed,Nha Trang,social,14384500.00,ecommerce_api,2026-07-01T22:10:00+07:00,2026-07-02T00:23:00+07:00
ORD005061,CUS000790,2026-07-01T21:44:00+07:00,completed,Vinh,web,26010000.00,ecommerce_api,2026-07-01T21:44:00+07:00,2026-07-02T00:39:00+07:00
ORD005062,CUS000881,2026-07-01T18:19:00+07:00,cancelled,Hanoi,web,5323500.00,ecommerce_api,2026-07-01T18:19:00+07:00,2026-07-01T21:12:00+07:00
ORD005063,CUS000266,2026-07-01T16:51:00+07:00,completed,Bac Ninh,web,20120000.00,ecommerce_api,2026-07-01T16:51:00+07:00,2026-07-01T19:14:00+07:00
ORD005064,CUS000583,2026-07-01T12:14:00+07:00,pending,Da Nang,web,18933000.00,ecommerce_api,2026-07-01T12:14:00+07:00,2026-07-01T14:08:00+07:00
ORD005065,CUS000572,2026-07-01T16:19:00+07:00,completed,Da Nang,social,8716500.00,ecommerce_api,2026-07-01T16:19:00+07:00,2026-07-01T17:15:00+07:00
ORD005066,CUS000491,2026-07-01T19:06:00+07:00,completed,Ho Chi Minh City,social,21274500.00,ecommerce_api,2026-07-01T19:06:00+07:00,2026-07-01T21:18:00+07:00
ORD005067,CUS000043,2026-07-01T11:41:00+07:00,pending,Hai Phong,social,7724000.00,ecommerce_api,2026-07-01T11:41:00+07:00,2026-07-01T13:42:00+07:00
ORD005068,CUS000021,2026-07-01T21:27:00+07:00,cancelled,Quang Ninh,social,22080000.00,ecommerce_api,2026-07-01T21:27:00+07:00,2026-07-01T23:58:00+07:00
ORD005069,CUS000303,2026-07-01T08:55:00+07:00,completed,Hue,web,18385000.00,ecommerce_api,2026-07-01T08:55:00+07:00,2026-07-01T10:25:00+07:00
ORD005070,CUS000284,2026-07-01T18:31:00+07:00,confirmed,Hue,web,23190000.00,ecommerce_api,2026-07-01T18:31:00+07:00,2026-07-01T19:08:00+07:00
ORD005071,CUS000561,2026-07-01T13:07:00+07:00,cancelled,Hue,web,10674000.00,ecommerce_api,2026-07-01T13:07:00+07:00,2026-07-01T14:48:00+07:00
ORD005072,CUS000679,2026-07-01T12:43:00+07:00,completed,Vinh,social,11666000.00,ecommerce_api,2026-07-01T12:43:00+07:00,2026-07-01T13:51:00+07:00
ORD005073,CUS000066,2026-07-01T14:08:00+07:00,completed,Hue,mobile_app,26507000.00,ecommerce_api,2026-07-01T14:08:00+07:00,2026-07-01T16:12:00+07:00
ORD005074,CUS000498,2026-07-01T17:18:00+07:00,completed,Da Nang,mobile_app,6280000.00,ecommerce_api,2026-07-01T17:18:00+07:00,2026-07-01T17:20:00+07:00
ORD005075,CUS000349,2026-07-01T22:08:00+07:00,pending,Can Tho,web,13750000.00,ecommerce_api,2026-07-01T22:08:00+07:00,2026-07-01T23:02:00+07:00
ORD005076,CUS000146,2026-07-01T14:04:00+07:00,completed,Hue,social,12130000.00,ecommerce_api,2026-07-01T14:04:00+07:00,2026-07-01T15:24:00+07:00
ORD005077,CUS000433,2026-07-01T09:46:00+07:00,completed,Da Nang,mobile_app,9684000.00,ecommerce_api,2026-07-01T09:46:00+07:00,2026-07-01T12:24:00+07:00
ORD005078,CUS000709,2026-07-01T21:06:00+07:00,completed,Vinh,web,17685000.00,ecommerce_api,2026-07-01T21:06:00+07:00,2026-07-01T22:27:00+07:00
ORD005079,CUS000908,2026-07-01T14:11:00+07:00,shipped,Vinh,mobile_app,3190000.00,ecommerce_api,2026-07-01T14:11:00+07:00,2026-07-01T16:29:00+07:00
ORD005080,CUS000590,2026-07-01T12:34:00+07:00,pending,Hai Phong,mobile_app,10975000.00,ecommerce_api,2026-07-01T12:34:00+07:00,2026-07-01T14:40:00+07:00
ORD005081,CUS000789,2026-07-01T12:56:00+07:00,completed,Nha Trang,web,22855000.00,ecommerce_api,2026-07-01T12:56:00+07:00,2026-07-01T13:05:00+07:00
ORD005082,CUS000437,2026-07-01T22:19:00+07:00,shipped,Can Tho,social,11169000.00,ecommerce_api,2026-07-01T22:19:00+07:00,2026-07-01T23:56:00+07:00
ORD005083,CUS001018,2026-07-01T15:16:00+07:00,completed,Da Nang,web,22788000.00,ecommerce_api,2026-07-01T15:16:00+07:00,2026-07-01T17:33:00+07:00
ORD005084,CUS000617,2026-07-01T08:44:00+07:00,completed,Vinh,mobile_app,6642000.00,ecommerce_api,2026-07-01T08:44:00+07:00,2026-07-01T10:26:00+07:00
ORD005085,CUS000318,2026-07-01T12:58:00+07:00,completed,Hai Phong,web,10970000.00,ecommerce_api,2026-07-01T12:58:00+07:00,2026-07-01T14:55:00+07:00
ORD005086,CUS000669,2026-07-01T20:56:00+07:00,completed,Vinh,web,5190000.00,ecommerce_api,2026-07-01T20:56:00+07:00,2026-07-01T21:17:00+07:00
ORD005087,CUS000609,2026-07-01T18:33:00+07:00,completed,Hue,web,10113000.00,ecommerce_api,2026-07-01T18:33:00+07:00,2026-07-01T18:36:00+07:00
ORD005088,CUS000296,2026-07-01T22:59:00+07:00,cancelled,Can Tho,mobile_app,9462000.00,ecommerce_api,2026-07-01T22:59:00+07:00,2026-07-01T23:00:00+07:00
ORD005089,CUS000941,2026-07-01T19:04:00+07:00,confirmed,Nha Trang,mobile_app,6980000.00,ecommerce_api,2026-07-01T19:04:00+07:00,2026-07-01T20:39:00+07:00
ORD005090,CUS000730,2026-07-01T09:26:00+07:00,completed,Quang Ninh,mobile_app,9813500.00,ecommerce_api,2026-07-01T09:26:00+07:00,2026-07-01T11:16:00+07:00
ORD005091,CUS000668,2026-07-01T21:21:00+07:00,completed,Hai Phong,mobile_app,5782000.00,ecommerce_api,2026-07-01T21:21:00+07:00,2026-07-02T00:03:00+07:00
ORD005092,CUS000353,2026-07-01T10:56:00+07:00,confirmed,Hanoi,mobile_app,18936000.00,ecommerce_api,2026-07-01T10:56:00+07:00,2026-07-01T12:09:00+07:00
ORD005093,CUS001040,2026-07-01T09:41:00+07:00,pending,Hue,social,13120000.00,ecommerce_api,2026-07-01T09:41:00+07:00,2026-07-01T10:03:00+07:00
ORD005094,CUS000302,2026-07-01T20:39:00+07:00,confirmed,Hai Phong,social,13490000.00,ecommerce_api,2026-07-01T20:39:00+07:00,2026-07-01T21:05:00+07:00
ORD005095,CUS000532,2026-07-01T21:19:00+07:00,shipped,Hanoi,mobile_app,11060000.00,ecommerce_api,2026-07-01T21:19:00+07:00,2026-07-01T23:02:00+07:00
ORD005096,CUS000112,2026-07-01T16:42:00+07:00,cancelled,Vinh,social,17235000.00,ecommerce_api,2026-07-01T16:42:00+07:00,2026-07-01T18:10:00+07:00
ORD005097,CUS000397,2026-07-01T21:49:00+07:00,confirmed,Hai Phong,web,396000.00,ecommerce_api,2026-07-01T21:49:00+07:00,2026-07-01T23:37:00+07:00
ORD005098,CUS000959,2026-07-01T16:03:00+07:00,completed,Quang Ninh,web,8654500.00,ecommerce_api,2026-07-01T16:03:00+07:00,2026-07-01T16:48:00+07:00
ORD005099,CUS000714,2026-07-01T11:03:00+07:00,completed,Ho Chi Minh City,social,15001500.00,ecommerce_api,2026-07-01T11:03:00+07:00,2026-07-01T13:36:00+07:00
ORD005100,CUS000160,2026-07-01T20:24:00+07:00,completed,Ho Chi Minh City,mobile_app,23220000.00,ecommerce_api,2026-07-01T20:24:00+07:00,2026-07-01T21:11:00+07:00
