product_id,category_id,product_name,unit_price,cost_price,status,source_system,created_at,updated_at
PRD000068,CAT009,Product 068 Color,7700000.00,5042000.00,active,seed,2025-05-03T08:00:00+07:00,2025-05-03T08:00:00+07:00
PRD000069,CAT012,Product 069 War,6950000.00,4877000.00,active,seed,2025-10-14T08:00:00+07:00,2025-10-14T08:00:00+07:00
PRD000070,CAT010,Product 070 Move,5770000.00,4114000.00,active,seed,2025-03-15T08:00:00+07:00,2025-03-15T08:00:00+07:00
PRD000071,CAT015,Product 071 Most,370000.00,302000.00,active,seed,2025-09-15T08:00:00+07:00,2025-09-15T08:00:00+07:00
PRD000072,CAT014,Product 072 Thank,7900000.00,4444000.00,discontinued,seed,2025-06-13T08:00:00+07:00,2025-06-13T08:00:00+07:00
PRD000073,CAT009,Product 073 With,7990000.00,6514000.00,active,seed,2025-01-03T08:00:00+07:00,2025-01-03T08:00:00+07:00
PRD000074,CAT010,Product 074 Clear,6290000.00,4796000.00,active,seed,2025-04-08T08:00:00+07:00,2025-04-08T08:00:00+07:00
PRD000075,CAT014,Product 075 Scene,5480000.00,4619000.00,active,seed,2025-01-17T08:00:00+07:00,2025-01-17T08:00:00+07:00
PRD000076,CAT008,Product 076 Because,3090000.00,2106000.00,active,seed,2025-09-29T08:00:00+07:00,2025-09-29T08:00:00+07:00
PRD000077,CAT010,Product 077 Economic,4990000.00,3649000.00,active,seed,2025-01-02T08:00:00+07:00,2025-01-02T08:00:00+07:00
PRD000078,CAT019,Product 078 Drop,6690000.00,3894000.00,active,seed,2025-03-28T08:00:00+07:00,2025-03-28T08:00:00+07:00
PRD000079,CAT010,Product 079 Lay,4590000.00,3265000.00,inactive,seed,2025-08-10T08:00:00+07:00,2025-08-10T08:00:00+07:00
PRD000080,CAT014,Product 080 Site,2170000.00,1425000.00,discontinued,seed,2025-06-11T08:00:00+07:00,2025-06-11T08:00:00+07:00
PRD000081,CAT010,Product 081 Least,4550000.00,3711000.00,active,seed,2025-03-01T08:00:00+07:00,2025-03-01T08:00:00+07:00
PRD000082,CAT008,Product 082 Bring,7660000.00,4742000.00,active,seed,2025-02-12T08:00:00+07:00,2025-02-12T08:00:00+07:00
PRD000083,CAT020,Product 083 Answer,530000.00,331000.00,active,seed,2025-03-05T08:00:00+07:00,2025-03-05T08:00:00+07:00
PRD000084,CAT011,Product 084 Job,7710000.00,4529000.00,active,seed,2025-01-16T08:00:00+07:00,2025-01-16T08:00:00+07:00
PRD000085,CAT009,Product 085 Best,3360000.00,2359000.00,inactive,seed,2025-10-05T08:00:00+07:00,2025-10-05T08:00:00+07:00
PRD000086,CAT013,Product 086 Memory,2260000.00,1702000.00,active,seed,2025-06-16T08:00:00+07:00,2025-06-16T08:00:00+07:00
PRD000087,CAT009,Product 087 Record,240000.00,159000.00,active,seed,2025-08-20T08:00:00+07:00,2025-08-20T08:00:00+07:00
PRD000088,CAT014,Product 088 Upon,5170000.00,4314000.00,active,seed,2025-06-24T08:00:00+07:00,2025-06-24T08:00:00+07:00
PRD000089,CAT012,Product 089 People,3880000.00,2477000.00,active,seed,2025-02-12T08:00:00+07:00,2025-02-12T08:00:00+07:00
PRD000090,CAT009,Product 090 That,5270000.00,4014000.00,active,seed,2025-10-19T08:00:00+07:00,2025-10-19T08:00:00+07:00
PRD000091,CAT008,Product 091 Final,5340000.00,4169000.00,active,seed,2025-03-06T08:00:00+07:00,2025-03-06T08:00:00+07:00
PRD000092,CAT010,Product 092 Senior,7430000.00,5731000.00,active,seed,2025-03-14T08:00:00+07:00,2025-03-14T08:00:00+07:00
PRD000093,CAT015,Product 093 Stop,7070000.00,5444000.00,active,seed,2025-06-17T08:00:00+07:00,2025-06-17T08:00:00+07:00
PRD000094,CAT015,Product 094 Conference,5840000.00,3346000.00,active,seed,2025-04-20T08:00:00+07:00,2025-04-20T08:00:00+07:00
PRD000095,CAT019,Product 095 Name,830000.00,560000.00,active,seed,2025-03-19T08:00:00+07:00,2025-03-19T08:00:00+07:00
PRD000096,CAT008,Product 096 Everyone,690000.00,488000.00,active,seed,2025-09-23T08:00:00+07:00,2025-09-23T08:00:00+07:00
PRD000097,CAT011,Product 097 Week,4110000.00,3200000.00,active,seed,2025-04-24T08:00:00+07:00,2025-04-24T08:00:00+07:00
PRD000098,CAT017,Product 098 Stay,4550000.00,3115000.00,active,seed,2025-06-29T08:00:00+07:00,2025-06-29T08:00:00+07:00
PRD000099,CAT014,Product 099 Beat,3190000.00,1886000.00,active,seed,2025-06-18T08:00:00+07:00,2025-06-18T08:00:00+07:00
PRD000100,CAT020,Product 100 Down,2060000.00,1374000.00,active,seed,2025-02-07T08:00:00+07:00,2025-02-07T08:00:00+07:00
PRD000101,CAT009,Product 101 Magazine,2520000.00,2067000.00,active,seed,2025-07-17T08:00:00+07:00,2025-07-17T08:00:00+07:00
PRD000102,CAT012,Product 102 President,4870000.00,4038000.00,active,seed,2025-05-15T08:00:00+07:00,2025-05-15T08:00:00+07:00
PRD000103,CAT012,Product 103 Challenge,7210000.00,5321000.00,active,seed,2025-09-26T08:00:00+07:00,2025-09-26T08:00:00+07:00
PRD000104,CAT011,Product 104 Soon,2560000.00,2103000.00,active,seed,2025-10-16T08:00:00+07:00,2025-10-16T08:00:00+07:00
PRD000105,CAT020,Product 105 Best,2130000.00,1251000.00,active,seed,2025-05-15T08:00:00+07:00,2025-05-15T08:00:00+07:00
PRD000106,CAT014,Product 106 Police,7420000.00,5270000.00,active,seed,2025-05-28T08:00:00+07:00,2025-05-28T08:00:00+07:00
PRD000107,CAT009,Product 107 Get,3180000.00,2191000.00,active,seed,2025-08-25T08:00:00+07:00,2025-08-25T08:00:00+07:00
PRD000108,CAT009,Product 108 Book,6610000.00,5030000.00,active,seed,2025-10-14T08:00:00+07:00,2025-10-14T08:00:00+07:00
PRD000109,CAT008,Product 109 Here,2660000.00,2231000.00,active,seed,2025-09-04T08:00:00+07:00,2025-09-04T08:00:00+07:00
PRD000110,CAT006,Product 110 Guess,4870000.00,3650000.00,active,seed,2025-10-20T08:00:00+07:00,2025-10-20T08:00:00+07:00
PRD000111,CAT007,Product 111 Social,1580000.00,1194000.00,active,seed,2025-10-09T08:00:00+07:00,2025-10-09T08:00:00+07:00
PRD000112,CAT013,Product 112 Treatment,5800000.00,4880000.00,active,seed,2025-09-10T08:00:00+07:00,2025-09-10T08:00:00+07:00
PRD000113,CAT006,Product 113 Key,4290000.00,3101000.00,active,seed,2025-05-13T08:00:00+07:00,2025-05-13T08:00:00+07:00
PRD000114,CAT009,Product 114 Produce,6180000.00,5227000.00,active,seed,2025-07-16T08:00:00+07:00,2025-07-16T08:00:00+07:00
PRD000115,CAT012,Product 115 Daughter,3010000.00,2480000.00,inactive,seed,2025-02-17T08:00:00+07:00,2025-02-17T08:00:00+07:00
PRD000116,CAT006,Product 116 Care,6680000.00,4625000.00,active,seed,2025-04-05T08:00:00+07:00,2025-04-05T08:00:00+07:00
PRD000117,CAT010,Product 117 Student,6570000.00,4643000.00,active,seed,2025-03-10T08:00:00+07:00,2025-03-10T08:00:00+07:00
PRD000118,CAT012,Product 118 Color,740000.00,538000.00,active,seed,2025-07-03T08:00:00+07:00,2025-07-03T08:00:00+07:00
PRD000119,CAT017,Product 119 Room,380000.00,228000.00,active,seed,2025-06-04T08:00:00+07:00,2025-06-04T08:00:00+07:00
PRD000120,CAT011,Product 120 Future,730000.00,444000.00,active,seed,2025-08-30T08:00:00+07:00,2025-08-30T08:00:00+07:00
PRD000121,CAT007,Product 121 Look,2620000.00,1911000.00,active,seed,2025-08-18T08:00:00+07:00,2025-08-18T08:00:00+07:00
PRD000122,CAT018,Product 122 Discover,4580000.00,3286000.00,inactive,seed,2025-01-16T08:00:00+07:00,2025-01-16T08:00:00+07:00
PRD000123,CAT010,Product 123 Area,2970000.00,2004000.00,active,seed,2025-10-07T08:00:00+07:00,2025-10-07T08:00:00+07:00
PRD000124,CAT014,Product 124 Artist,680000.00,507000.00,active,seed,2025-07-06T08:00:00+07:00,2025-07-06T08:00:00+07:00
PRD000125,CAT019,Product 125 Community,5940000.00,4752000.00,active,seed,2025-09-10T08:00:00+07:00,2025-09-10T08:00:00+07:00
PRD000126,CAT014,Product 126 One,7050000.00,4002000.00,active,seed,2025-08-11T08:00:00+07:00,2025-08-11T08:00:00+07:00
PRD000127,CAT017,Product 127 Contain,4010000.00,2620000.00,active,seed,2025-02-22T08:00:00+07:00,2025-02-22T08:00:00+07:00
PRD000128,CAT019,Product 128 Turn,3770000.00,2830000.00,active,seed,2025-02-02T08:00:00+07:00,2025-02-02T08:00:00+07:00
PRD000129,CAT015,Product 129 Environmental,6780000.00,5355000.00,active,seed,2025-05-17T08:00:00+07:00,2025-05-17T08:00:00+07:00
PRD000130,CAT019,Product 130 Ok,720000.00,499000.00,active,seed,2025-09-05T08:00:00+07:00,2025-09-05T08:00:00+07:00
PRD000131,CAT014,Product 131 Majority,5310000.00,3268000.00,active,seed,2025-10-06T08:00:00+07:00,2025-10-06T08:00:00+07:00
PRD000132,CAT014,Product 132 Bring,960000.00,573000.00,active,seed,2025-10-12T08:00:00+07:00,2025-10-12T08:00:00+07:00
PRD000133,CAT012,Product 133 Difficult,1430000.00,920000.00,active,seed,2025-07-06T08:00:00+07:00,2025-07-06T08:00:00+07:00
PRD000134,CAT020,Product 134 Soldier,4440000.00,3475000.00,active,seed,2025-05-19T08:00:00+07:00,2025-05-19T08:00:00+07:00
PRD000135,CAT013,Product 135 Tonight,5450000.00,3930000.00,inactive,seed,2025-05-09T08:00:00+07:00,2025-05-09T08:00:00+07:00
PRD000136,CAT010,Product 136 Natural,4120000.00,2938000.00,active,seed,2025-03-21T08:00:00+07:00,2025-03-21T08:00:00+07:00
PRD000137,CAT012,Product 137 Rest,2880000.00,1917000.00,active,seed,2025-07-26T08:00:00+07:00,2025-07-26T08:00:00+07:00
PRD000138,CAT017,Product 138 Subject,6040000.00,3682000.00,active,seed,2025-06-22T08:00:00+07:00,2025-06-22T08:00:00+07:00
PRD000139,CAT009,Product 139 Wrong,4900000.00,3925000.00,active,seed,2025-03-28T08:00:00+07:00,2025-03-28T08:00:00+07:00
PRD000140,CAT009,Product 140 Glass,1300000.00,1005000.00,active,seed,2025-03-20T08:00:00+07:00,2025-03-20T08:00:00+07:00
PRD000141,CAT007,Product 141 Really,650000.00,544000.00,active,seed,2025-02-05T08:00:00+07:00,2025-02-05T08:00:00+07:00
PRD000142,CAT016,Product 142 Oil,3810000.00,3191000.00,active,seed,2025-07-03T08:00:00+07:00,2025-07-03T08:00:00+07:00
PRD000143,CAT008,Product 143 Since,5060000.00,3663000.00,active,seed,2025-10-05T08:00:00+07:00,2025-10-05T08:00:00+07:00
PRD000144,CAT016,Product 144 Consider,4200000.00,3476000.00,active,seed,2025-09-14T08:00:00+07:00,2025-09-14T08:00:00+07:00
PRD000145,CAT009,Product 145 Thank,800000.00,569000.00,active,seed,2025-05-03T08:00:00+07:00,2025-05-03T08:00:00+07:00
PRD000146,CAT009,Product 146 Down,2770000.00,1846000.00,active,seed,2025-03-03T08:00:00+07:00,2025-03-03T08:00:00+07:00
PRD000147,CAT007,Product 147 Old,6710000.00,5628000.00,discontinued,seed,2025-01-23T08:00:00+07:00,2025-01-23T08:00:00+07:00
PRD000148,CAT009,Product 148 Technology,7570000.00,5081000.00,active,seed,2025-03-05T08:00:00+07:00,2025-03-05T08:00:00+07:00
PRD000149,CAT015,Product 149 Statement,2550000.00,1770000.00,active,seed,2025-06-12T08:00:00+07:00,2025-06-12T08:00:00+07:00
PRD000150,CAT006,Product 150 Sound,5990000.00,4695000.00,active,seed,2025-06-27T08:00:00+07:00,2025-06-27T08:00:00+07:00
PRD000151,CAT017,Product 151 Even,7050000.00,3935000.00,active,seed,2025-06-07T08:00:00+07:00,2025-06-07T08:00:00+07:00
PRD000152,CAT014,Product 152 Could,4400000.00,3647000.00,active,seed,2025-01-17T08:00:00+07:00,2025-01-17T08:00:00+07:00
PRD000153,CAT017,Product 153 College,4520000.00,3219000.00,active,seed,2025-06-08T08:00:00+07:00,2025-06-08T08:00:00+07:00
PRD000154,CAT007,Product 154 Management,4470000.00,3159000.00,active,seed,2025-03-10T08:00:00+07:00,2025-03-10T08:00:00+07:00
PRD000155,CAT006,Product 155 For,1030000.00,595000.00,active,seed,2025-08-19T08:00:00+07:00,2025-08-19T08:00:00+07:00
PRD000156,CAT007,Product 156 Another,3130000.00,2008000.00,active,seed,2025-02-08T08:00:00+07:00,2025-02-08T08:00:00+07:00
PRD000157,CAT015,Product 157 Hear,6320000.00,4949000.00,inactive,seed,2025-06-01T08:00:00+07:00,2025-06-01T08:00:00+07:00
PRD000158,CAT013,Product 158 Year,1750000.00,1363000.00,active,seed,2025-10-27T08:00:00+07:00,2025-10-27T08:00:00+07:00
PRD000159,CAT015,Product 159 Whom,1430000.00,924000.00,active,seed,2025-09-14T08:00:00+07:00,2025-09-14T08:00:00+07:00
PRD000160,CAT020,Product 160 Compare,7720000.00,5859000.00,active,seed,2025-09-29T08:00:00+07:00,2025-09-29T08:00:00+07:00
PRD000161,CAT019,Product 161 Bed,1820000.00,1142000.00,active,seed,2025-07-31T08:00:00+07:00,2025-07-31T08:00:00+07:00
PRD000162,CAT017,Product 162 Figure,4620000.00,3577000.00,active,seed,2025-10-17T08:00:00+07:00,2025-10-17T08:00:00+07:00
PRD000163,CAT016,Product 163 Indeed,840000.00,673000.00,active,seed,2025-10-24T08:00:00+07:00,2025-10-24T08:00:00+07:00
PRD000164,CAT014,Product 164 Anything,6350000.00,5212000.00,active,seed,2025-07-31T08:00:00+07:00,2025-07-31T08:00:00+07:00
PRD000165,CAT015,Product 165 Sell,4960000.00,2861000.00,active,seed,2025-10-16T08:00:00+07:00,2025-10-16T08:00:00+07:00
PRD000166,CAT013,Product 166 Size,3150000.00,2603000.00,active,seed,2025-07-26T08:00:00+07:00,2025-07-26T08:00:00+07:00
PRD000167,CAT008,Product 167 How,6250000.00,3642000.00,discontinued,seed,2025-01-13T08:00:00+07:00,2025-01-13T08:00:00+07:00
PRD000168,CAT018,Product 168 Budget,730000.00,434000.00,active,seed,2025-07-11T08:00:00+07:00,2025-07-11T08:00:00+07:00
PRD000169,CAT016,Product 169 Cold,1180000.00,878000.00,active,seed,2025-04-08T08:00:00+07:00,2025-04-08T08:00:00+07:00
PRD000170,CAT017,Product 170 Main,3260000.00,2028000.00,active,seed,2025-02-08T08:00:00+07:00,2025-02-08T08:00:00+07:00
PRD000171,CAT009,Product 171 Look,3220000.00,2118000.00,active,seed,2025-02-27T08:00:00+07:00,2025-02-27T08:00:00+07:00
PRD000172,CAT014,Product 172 Physical,4160000.00,3061000.00,active,seed,2025-03-16T08:00:00+07:00,2025-03-16T08:00:00+07:00
PRD000173,CAT012,Product 173 Trade,7850000.00,5720000.00,active,seed,2025-03-06T08:00:00+07:00,2025-03-06T08:00:00+07:00
PRD000174,CAT014,Product 174 Enter,190000.00,124000.00,active,seed,2025-04-14T08:00:00+07:00,2025-04-14T08:00:00+07:00
PRD000175,CAT011,Product 175 Stay,360000.00,262000.00,active,seed,2025-01-13T08:00:00+07:00,2025-01-13T08:00:00+07:00
PRD000176,CAT009,Product 176 Finish,4870000.00,3383000.00,active,seed,2025-04-08T08:00:00+07:00,2025-04-08T08:00:00+07:00
PRD000177,CAT015,Product 177 Discussion,6020000.00,3941000.00,active,seed,2025-06-14T08:00:00+07:00,2025-06-14T08:00:00+07:00
PRD000178,CAT012,Product 178 No,290000.00,205000.00,active,seed,2025-09-17T08:00:00+07:00,2025-09-17T08:00:00+07:00
PRD000179,CAT009,Product 179 Machine,4410000.00,3737000.00,active,seed,2025-07-21T08:00:00+07:00,2025-07-21T08:00:00+07:00
PRD000180,CAT006,Product 180 Mean,6300000.00,3812000.00,active,seed,2025-04-11T08:00:00+07:00,2025-04-11T08:00:00+07:00
PRD000181,CAT018,Product 181 Family,690000.00,401000.00,active,seed,2025-07-17T08:00:00+07:00,2025-07-17T08:00:00+07:00
PRD000182,CAT012,Product 182 Hear,3580000.00,2306000.00,active,seed,2025-04-01T08:00:00+07:00,2025-04-01T08:00:00+07:00
PRD000183,CAT006,Product 183 Need,4980000.00,2815000.00,active,seed,2025-02-22T08:00:00+07:00,2025-02-22T08:00:00+07:00
PRD000184,CAT013,Product 184 Enter,3370000.00,2122000.00,active,seed,2025-01-07T08:00:00+07:00,2025-01-07T08:00:00+07:00
PRD000185,CAT013,Product 185 Left,720000.00,441000.00,active,seed,2025-02-13T08:00:00+07:00,2025-02-13T08:00:00+07:00
PRD000186,CAT007,Product 186 Nature,2690000.00,1773000.00,discontinued,seed,2025-01-11T08:00:00+07:00,2025-01-11T08:00:00+07:00
PRD000187,CAT006,Product 187 Color,510000.00,364000.00,active,seed,2025-09-05T08:00:00+07:00,2025-09-05T08:00:00+07:00
PRD000188,CAT018,Product 188 Generation,6640000.00,5531000.00,active,seed,2025-03-28T08:00:00+07:00,2025-03-28T08:00:00+07:00
PRD000189,CAT013,Product 189 Positive,610000.00,425000.00,active,seed,2025-09-18T08:00:00+07:00,2025-09-18T08:00:00+07:00
PRD000190,CAT009,Product 190 Involve,6200000.00,4391000.00,active,seed,2025-04-12T08:00:00+07:00,2025-04-12T08:00:00+07:00
PRD000191,CAT014,Product 191 Debate,5970000.00,3721000.00,active,seed,2025-03-25T08:00:00+07:00,2025-03-25T08:00:00+07:00
PRD000192,CAT017,Product 192 Away,470000.00,393000.00,active,seed,2025-07-19T08:00:00+07:00,2025-07-19T08:00:00+07:00
PRD000193,CAT016,Product 193 The,2610000.00,1534000.00,active,seed,2025-09-25T08:00:00+07:00,2025-09-25T08:00:00+07:00
PRD000194,CAT017,Product 194 Budget,6220000.00,3888000.00,active,seed,2025-07-08T08:00:00+07:00,2025-07-08T08:00:00+07:00
PRD000195,CAT016,Product 195 Child,3340000.00,2025000.00,active,seed,2025-06-08T08:00:00+07:00,2025-06-08T08:00:00+07:00
PRD000196,CAT015,Product 196 Just,6870000.00,4948000.00,inactive,seed,2025-02-26T08:00:00+07:00,2025-02-26T08:00:00+07:00
PRD000197,CAT009,Product 197 Site,5410000.00,4385000.00,active,seed,2025-07-09T08:00:00+07:00,2025-07-09T08:00:00+07:00
