payment_id,order_id,payment_date,payment_method,payment_status,amount,source_system,created_at,updated_at
PAY000040,ORD000044,2026-05-08T04:32:00+07:00,e_wallet,failed,11044500.00,seed,2026-05-08T04:32:00+07:00,2026-05-08T04:32:00+07:00
PAY000041,ORD000045,2026-05-10T08:11:00+07:00,bank_transfer,success,5931000.00,seed,2026-05-10T08:11:00+07:00,2026-05-10T08:11:00+07:00
PAY000042,ORD000046,2026-01-26T22:42:00+07:00,cash,success,14620000.00,seed,2026-01-26T22:42:00+07:00,2026-01-26T22:42:00+07:00
PAY000043,ORD000047,2026-04-26T22:40:00+07:00,bank_transfer,success,27621500.00,seed,2026-04-26T22:40:00+07:00,2026-04-26T22:40:00+07:00
PAY000044,ORD000048,2026-06-13T00:07:00+07:00,e_wallet,success,769500.00,seed,2026-06-13T00:07:00+07:00,2026-06-13T00:07:00+07:00
PAY000045,ORD000050,2026-01-13T16:16:00+07:00,bank_transfer,success,9088000.00,seed,2026-01-13T16:16:00+07:00,2026-01-13T16:16:00+07:00
PAY000046,ORD000051,2026-06-14T02:04:00+07:00,card,success,9775500.00,seed,2026-06-14T02:04:00+07:00,2026-06-14T02:04:00+07:00
PAY000047,ORD000052,2026-04-18T23:27:00+07:00,bank_transfer,success,44280000.00,seed,2026-04-18T23:27:00+07:00,2026-04-18T23:27:00+07:00
PAY000048,ORD000053,2026-03-11T20:48:00+07:00,e_wallet,failed,19953000.00,seed,2026-03-11T20:48:00+07:00,2026-03-11T20:48:00+07:00
PAY000049,ORD000054,2026-04-21T22:19:00+07:00,cash,success,16224000.00,seed,2026-04-21T22:19:00+07:00,2026-04-21T22:19:00+07:00
PAY000050,ORD000055,2026-05-14T02:40:00+07:00,cash,success,17320000.00,seed,2026-05-14T02:40:00+07:00,2026-05-14T02:40:00+07:00
PAY000051,ORD000056,2026-03-18T21:51:00+07:00,e_wallet,success,1660000.00,seed,2026-03-18T21:51:00+07:00,2026-03-18T21:51:00+07:00
PAY000052,ORD000057,2026-05-12T00:32:00+07:00,e_wallet,success,14087000.00,seed,2026-05-12T00:32:00+07:00,2026-05-12T00:32:00+07:00
PAY000053,ORD000058,2026-01-28T02:35:00+07:00,e_wallet,success,28625500.00,seed,2026-01-28T02:35:00+07:00,2026-01-28T02:35:00+07:00
PAY000054,ORD000059,2026-06-21T01:28:00+07:00,card,success,5180000.00,seed,2026-06-21T01:28:00+07:00,2026-06-21T01:28:00+07:00
PAY000055,ORD000060,2026-01-03T12:10:00+07:00,cash,success,10953500.00,seed,2026-01-03T12:10:00+07:00,2026-01-03T12:10:00+07:00
PAY000056,ORD000061,2026-03-29T21:49:00+07:00,bank_transfer,success,12880000.00,seed,2026-03-29T21:49:00+07:00,2026-03-29T21:49:00+07:00
PAY000057,ORD000062,2026-03-13T17:47:00+07:00,bank_transfer,success,10090500.00,seed,2026-03-13T17:47:00+07:00,2026-03-13T17:47:00+07:00
PAY000058,ORD000063,2026-05-23T15:50:00+07:00,cash,success,9678000.00,seed,2026-05-23T15:50:00+07:00,2026-05-23T15:50:00+07:00
PAY000059,ORD000064,2026-06-02T03:57:00+07:00,cash,success,10943500.00,seed,2026-06-02T03:57:00+07:00,2026-06-02T03:57:00+07:00
PAY000060,ORD000065,2026-06-06T20:16:00+07:00,cash,success,14131500.00,seed,2026-06-06T20:16:00+07:00,2026-06-06T20:16:00+07:00
PAY000061,ORD000066,2026-01-10T20:26:00+07:00,e_wallet,success,2930000.00,seed,2026-01-10T20:26:00+07:00,2026-01-10T20:26:00+07:00
PAY000062,ORD000067,2026-02-13T22:54:00+07:00,e_wallet,pending,16345000.00,seed,2026-02-13T22:54:00+07:00,2026-02-13T22:54:00+07:00
PAY000063,ORD000068,2026-03-13T17:50:00+07:00,card,success,24965000.00,seed,2026-03-13T17:50:00+07:00,2026-03-13T17:50:00+07:00
PAY000064,ORD000069,2026-01-28T00:04:00+07:00,bank_transfer,success,31758000.00,seed,2026-01-28T00:04:00+07:00,2026-01-28T00:04:00+07:00
PAY000065,ORD000070,2026-05-26T20:13:00+07:00,bank_transfer,failed,30578000.00,seed,2026-05-26T20:13:00+07:00,2026-05-26T20:13:00+07:00
PAY000066,ORD000071,2026-03-16T19:27:00+07:00,bank_transfer,success,8900000.00,seed,2026-03-16T19:27:00+07:00,2026-03-16T19:27:00+07:00
PAY000067,ORD000072,2026-02-27T20:08:00+07:00,cash,success,5330000.00,seed,2026-02-27T20:08:00+07:00,2026-02-27T20:08:00+07:00
PAY000068,ORD000073,2026-01-29T13:46:00+07:00,e_wallet,success,8021000.00,seed,2026-01-29T13:46:00+07:00,2026-01-29T13:46:00+07:00
PAY000069,ORD000074,2026-05-22T02:47:00+07:00,bank_transfer,success,5688000.00,seed,2026-05-22T02:47:00+07:00,2026-05-22T02:47:00+07:00
PAY000070,ORD000076,2026-04-07T14:10:00+07:00,cash,success,14179500.00,seed,2026-04-07T14:10:00+07:00,2026-04-07T14:10:00+07:00
PAY000071,ORD000077,2026-03-29T13:04:00+07:00,e_wallet,pending,6360000.00,seed,2026-03-29T13:04:00+07:00,2026-03-29T13:04:00+07:00
PAY000072,ORD000078,2026-01-26T18:03:00+07:00,e_wallet,success,20440000.00,seed,2026-01-26T18:03:00+07:00,2026-01-26T18:03:00+07:00
PAY000073,ORD000079,2026-04-21T02:45:00+07:00,card,success,4200500.00,seed,2026-04-21T02:45:00+07:00,2026-04-21T02:45:00+07:00
PAY000074,ORD000080,2026-02-07T23:08:00+07:00,card,success,4407500.00,seed,2026-02-07T23:08:00+07:00,2026-02-07T23:08:00+07:00
PAY000075,ORD000081,2026-02-26T21:30:00+07:00,cash,success,18031000.00,seed,2026-02-26T21:30:00+07:00,2026-02-26T21:30:00+07:00
PAY000076,ORD000082,2026-04-16T01:43:00+07:00,cash,success,16002500.00,seed,2026-04-16T01:43:00+07:00,2026-04-16T01:43:00+07:00
PAY000077,ORD000083,2026-02-07T21:20:00+07:00,card,success,15383000.00,seed,2026-02-07T21:20:00+07:00,2026-02-07T21:20:00+07:00
PAY000078,ORD000084,2026-03-21T21:29:00+07:00,bank_transfer,success,7130000.00,seed,2026-03-21T21:29:00+07:00,2026-03-21T21:29:00+07:00
PAY000079,ORD000085,2026-06-04T23:01:00+07:00,bank_transfer,success,16580500.00,seed,2026-06-04T23:01:00+07:00,2026-06-04T23:01:00+07:00
PAY000080,ORD000086,2026-06-22T23:03:00+07:00,cash,success,15643500.00,seed,2026-06-22T23:03:00+07:00,2026-06-22T23:03:00+07:00
PAY000081,ORD000087,2026-03-18T01:45:00+07:00,e_wallet,success,7522000.00,seed,2026-03-18T01:45:00+07:00,2026-03-18T01:45:00+07:00
PAY000082,ORD000088,2026-06-17T02:02:00+07:00,card,success,3609000.00,seed,2026-06-17T02:02:00+07:00,2026-06-17T02:02:00+07:00
PAY000083,ORD000089,2026-06-13T21:24:00+07:00,cash,success,4607000.00,seed,2026-06-13T21:24:00+07:00,2026-06-13T21:24:00+07:00
PAY000084,ORD000090,2026-01-23T23:25:00+07:00,cash,success,11981000.00,seed,2026-01-23T23:25:00+07:00,2026-01-23T23:25:00+07:00
PAY000085,ORD000091,2026-02-21T21:46:00+07:00,bank_transfer,success,12093500.00,seed,2026-02-21T21:46:00+07:00,2026-02-21T21:46:00+07:00
PAY000086,ORD000094,2026-06-11T12:53:00+07:00,cash,success,15330000.00,seed,2026-06-11T12:53:00+07:00,2026-06-11T12:53:00+07:00
PAY000087,ORD000095,2026-01-20T13:25:00+07:00,cash,success,21229500.00,seed,2026-01-20T13:25:00+07:00,2026-01-20T13:25:00+07:00
PAY000088,ORD000096,2026-04-30T18:14:00+07:00,card,success,17679500.00,seed,2026-04-30T18:14:00+07:00,2026-04-30T18:14:00+07:00
PAY000089,ORD000097,2026-06-26T13:47:00+07:00,bank_transfer,success,15502500.00,seed,2026-06-26T13:47:00+07:00,2026-06-26T13:47:00+07:00
PAY000090,ORD000098,2026-06-12T12:19:00+07:00,cash,success,19635000.00,seed,2026-06-12T12:19:00+07:00,2026-06-12T12:19:00+07:00
PAY000091,ORD000099,2026-02-26T00:15:00+07:00,e_wallet,success,5950000.00,seed,2026-02-26T00:15:00+07:00,2026-02-26T00:15:00+07:00
PAY000092,ORD000101,2026-06-20T04:27:00+07:00,card,pending,9270000.00,seed,2026-06-20T04:27:00+07:00,2026-06-20T04:27:00+07:00
PAY000093,ORD000102,2026-03-03T13:54:00+07:00,cash,success,11662000.00,seed,2026-03-03T13:54:00+07:00,2026-03-03T13:54:00+07:00
PAY000094,ORD000103,2026-05-19T19:40:00+07:00,bank_transfer,success,8080000.00,seed,2026-05-19T19:40:00+07:00,2026-05-19T19:40:00+07:00
PAY000095,ORD000104,2026-05-31T13:09:00+07:00,card,success,20338000.00,seed,2026-05-31T13:09:00+07:00,2026-05-31T13:09:00+07:00
PAY000096,ORD000105,2026-04-07T17:06:00+07:00,card,success,5737500.00,seed,2026-04-07T17:06:00+07:00,2026-04-07T17:06:00+07:00
PAY000097,ORD000106,2026-03-11T20:43:00+07:00,e_wallet,success,9844000.00,seed,2026-03-11T20:43:00+07:00,2026-03-11T20:43:00+07:00
PAY000098,ORD000107,2026-01-18T15:08:00+07:00,e_wallet,success,14295500.00,seed,2026-01-18T15:08:00+07:00,2026-01-18T15:08:00+07:00
PAY000099,ORD000108,2026-05-26T15:30:00+07:00,e_wallet,success,9824000.00,seed,2026-05-26T15:30:00+07:00,2026-05-26T15:30:00+07:00
PAY000100,ORD000110,2026-03-25T19:18:00+07:00,bank_transfer,success,5179000.00,seed,2026-03-25T19:18:00+07:00,2026-03-25T19:18:00+07:00
PAY000101,ORD000111,2026-01-04T22:14:00+07:00,card,success,19099500.00,seed,2026-01-04T22:14:00+07:00,2026-01-04T22:14:00+07:00
PAY000102,ORD000112,2026-04-13T16:48:00+07:00,cash,success,6020000.00,seed,2026-04-13T16:48:00+07:00,2026-04-13T16:48:00+07:00
PAY000103,ORD000113,2026-05-29T20:17:00+07:00,bank_transfer,success,4562000.00,seed,2026-05-29T20:17:00+07:00,2026-05-29T20:17:00+07:00
PAY000104,ORD000114,2026-06-05T00:02:00+07:00,bank_transfer,success,28780000.00,seed,2026-06-05T00:02:00+07:00,2026-06-05T00:02:00+07:00
PAY000105,ORD000115,2026-02-22T17:56:00+07:00,cash,success,24825500.00,seed,2026-02-22T17:56:00+07:00,2026-02-22T17:56:00+07:00
PAY000106,ORD000116,2026-03-28T21:22:00+07:00,cash,success,4372000.00,seed,2026-03-28T21:22:00+07:00,2026-03-28T21:22:00+07:00
PAY000107,ORD000117,2026-03-14T02:23:00+07:00,card,success,8719500.00,seed,2026-03-14T02:23:00+07:00,2026-03-14T02:23:00+07:00
PAY000108,ORD000118,2026-03-13T16:51:00+07:00,bank_transfer,success,8190000.00,seed,2026-03-13T16:51:00+07:00,2026-03-13T16:51:00+07:00
PAY000109,ORD000119,2026-03-05T18:54:00+07:00,bank_transfer,success,13897500.00,seed,2026-03-05T18:54:00+07:00,2026-03-05T18:54:00+07:00
PAY000110,ORD000120,2026-04-12T21:49:00+07:00,e_wallet,failed,25320000.00,seed,2026-04-12T21:49:00+07:00,2026-04-12T21:49:00+07:00
PAY000111,ORD000121,2026-06-13T06:12:00+07:00,e_wallet,success,9861000.00,seed,2026-06-13T06:12:00+07:00,2026-06-13T06:12:00+07:00
PAY000112,ORD000122,2026-01-03T21:07:00+07:00,e_wallet,success,12603000.00,seed,2026-01-03T21:07:00+07:00,2026-01-03T21:07:00+07:00
PAY000113,ORD000123,2026-05-18T14:53:00+07:00,card,success,17049000.00,seed,2026-05-18T14:53:00+07:00,2026-05-18T14:53:00+07:00
PAY000114,ORD000124,2026-03-10T15:08:00+07:00,card,success,10544000.00,seed,2026-03-10T15:08:00+07:00,2026-03-10T15:08:00+07:00
PAY000115,ORD000126,2026-06-01T18:06:00+07:00,card,success,35922000.00,seed,2026-06-01T18:06:00+07:00,2026-06-01T18:06:00+07:00
PAY000116,ORD000127,2026-01-20T15:52:00+07:00,bank_transfer,failed,11548500.00,seed,2026-01-20T15:52:00+07:00,2026-01-20T15:52:00+07:00
PAY000117,ORD000128,2026-03-18T18:56:00+07:00,e_wallet,success,19573000.00,seed,2026-03-18T18:56:00+07:00,2026-03-18T18:56:00+07:00
PAY000118,ORD000129,2026-05-23T22:10:00+07:00,card,success,9911000.00,seed,2026-05-23T22:10:00+07:00,2026-05-23T22:10:00+07:00
PAY000119,ORD000130,2026-01-08T10:32:00+07:00,cash,success,14245000.00,seed,2026-01-08T10:32:00+07:00,2026-01-08T10:32:00+07:00
PAY000120,ORD000131,2026-02-26T07:29:00+07:00,cash,success,14304000.00,seed,2026-02-26T07:29:00+07:00,2026-02-26T07:29:00+07:00
PAY000121,ORD000132,2026-03-12T17:02:00+07:00,e_wallet,success,12386000.00,seed,2026-03-12T17:02:00+07:00,2026-03-12T17:02:00+07:00
PAY000122,ORD000133,2026-06-24T03:48:00+07:00,bank_transfer,success,20349000.00,seed,2026-06-24T03:48:00+07:00,2026-06-24T03:48:00+07:00
PAY000123,ORD000134,2026-02-19T22:56:00+07:00,card,success,9306000.00,seed,2026-02-19T22:56:00+07:00,2026-02-19T22:56:00+07:00
PAY000124,ORD000135,2026-06-20T19:51:00+07:00,bank_transfer,success,17310000.00,seed,2026-06-20T19:51:00+07:00,2026-06-20T19:51:00+07:00
PAY000125,ORD000136,2026-01-07T23:59:00+07:00,cash,success,3901000.00,seed,2026-01-07T23:59:00+07:00,2026-01-07T23:59:00+07:00
PAY000126,ORD000138,2026-04-10T07:25:00+07:00,card,success,9086500.00,seed,2026-04-10T07:25:00+07:00,2026-04-10T07:25:00+07:00
PAY000127,ORD000140,2026-04-03T01:07:00+07:00,card,success,6980000.00,seed,2026-04-03T01:07:00+07:00,2026-04-03T01:07:00+07:00
PAY000128,ORD000141,2026-06-15T20:24:00+07:00,bank_transfer,success,6317500.00,seed,2026-06-15T20:24:00+07:00,2026-06-15T20:24:00+07:00
PAY000129,ORD000144,2026-05-15T04:25:00+07:00,bank_transfer,success,6320000.00,seed,2026-05-15T04:25:00+07:00,2026-05-15T04:25:00+07:00
PAY000130,ORD000145,2026-04-19T20:34:00+07:00,e_wallet,success,6349500.00,seed,2026-04-19T20:34:00+07:00,2026-04-19T20:34:00+07:00
PAY000131,ORD000146,2026-01-13T07:25:00+07:00,cash,success,8932000.00,seed,2026-01-13T07:25:00+07:00,2026-01-13T07:25:00+07:00
PAY000132,ORD000147,2026-05-28T07:33:00+07:00,cash,success,8813000.00,seed,2026-05-28T07:33:00+07:00,2026-05-28T07:33:00+07:00
PAY000133,ORD000148,2026-02-03T12:47:00+07:00,card,success,14214000.00,seed,2026-02-03T12:47:00+07:00,2026-02-03T12:47:00+07:00
PAY000134,ORD000149,2026-05-04T14:09:00+07:00,cash,pending,9415500.00,seed,2026-05-04T14:09:00+07:00,2026-05-04T14:09:00+07:00
PAY000135,ORD000150,2026-04-15T22:23:00+07:00,cash,success,9895500.00,seed,2026-04-15T22:23:00+07:00,2026-04-15T22:23:00+07:00
PAY000136,ORD000152,2026-02-17T22:07:00+07:00,bank_transfer,refunded,6400000.00,seed,2026-02-17T22:07:00+07:00,2026-02-17T22:07:00+07:00
PAY000137,ORD000153,2026-04-08T05:19:00+07:00,e_wallet,success,15784000.00,seed,2026-04-08T05:19:00+07:00,2026-04-08T05:19:00+07:00
PAY000138,ORD000154,2026-06-27T19:07:00+07:00,cash,success,5330000.00,seed,2026-06-27T19:07:00+07:00,2026-06-27T19:07:00+07:00
PAY000139,ORD000155,2026-01-09T19:29:00+07:00,bank_transfer,success,19913000.00,seed,2026-01-09T19:29:00+07:00,2026-01-09T19:29:00+07:00
PAY000140,ORD000156,2026-04-25T15:10:00+07:00,card,success,24580000.00,seed,2026-04-25T15:10:00+07:00,2026-04-25T15:10:00+07:00
PAY000141,ORD000157,2026-04-25T09:16:00+07:00,card,failed,7742000.00,seed,2026-04-25T09:16:00+07:00,2026-04-25T09:16:00+07:00
PAY000142,ORD000158,2026-03-25T05:00:00+07:00,bank_transfer,success,2711500.00,seed,2026-03-25T05:00:00+07:00,2026-03-25T05:00:00+07:00
PAY000143,ORD000159,2026-05-09T06:31:00+07:00,e_wallet,success,6940000.00,seed,2026-05-09T06:31:00+07:00,2026-05-09T06:31:00+07:00
PAY000144,ORD000160,2026-04-22T02:12:00+07:00,bank_transfer,success,14857500.00,seed,2026-04-22T02:12:00+07:00,2026-04-22T02:12:00+07:00
PAY000145,ORD000161,2026-01-16T18:59:00+07:00,bank_transfer,success,8822500.00,seed,2026-01-16T18:59:00+07:00,2026-01-16T18:59:00+07:00
PAY000146,ORD000162,2026-06-03T16:56:00+07:00,card,success,6570000.00,seed,2026-06-03T16:56:00+07:00,2026-06-03T16:56:00+07:00
PAY000147,ORD000163,2026-04-14T20:25:00+07:00,bank_transfer,success,27741000.00,seed,2026-04-14T20:25:00+07:00,2026-04-14T20:25:00+07:00
PAY000148,ORD000166,2026-06-24T00:57:00+07:00,e_wallet,success,5815500.00,seed,2026-06-24T00:57:00+07:00,2026-06-24T00:57:00+07:00
PAY000149,ORD000167,2026-03-19T21:25:00+07:00,bank_transfer,success,187000.00,seed,2026-03-19T21:25:00+07:00,2026-03-19T21:25:00+07:00
PAY000150,ORD000168,2026-01-22T00:07:00+07:00,card,success,22641500.00,seed,2026-01-22T00:07:00+07:00,2026-01-22T00:07:00+07:00
PAY000151,ORD000169,2026-05-06T14:09:00+07:00,e_wallet,success,24896000.00,seed,2026-05-06T14:09:00+07:00,2026-05-06T14:09:00+07:00
PAY000152,ORD000170,2026-03-20T15:48:00+07:00,bank_transfer,success,11474000.00,seed,2026-03-20T15:48:00+07:00,2026-03-20T15:48:00+07:00
PAY000153,ORD000171,2026-04-19T03:39:00+07:00,cash,failed,11407500.00,seed,2026-04-19T03:39:00+07:00,2026-04-19T03:39:00+07:00
PAY000154,ORD000172,2026-05-26T20:43:00+07:00,e_wallet,success,440000.00,seed,2026-05-26T20:43:00+07:00,2026-05-26T20:43:00+07:00
PAY000155,ORD000173,2026-06-28T05:34:00+07:00,card,success,21414500.00,seed,2026-06-28T05:34:00+07:00,2026-06-28T05:34:00+07:00
PAY000156,ORD000174,2026-02-19T13:40:00+07:00,e_wallet,success,6596000.00,seed,2026-02-19T13:40:00+07:00,2026-02-19T13:40:00+07:00
PAY000157,ORD000175,2026-04-23T16:23:00+07:00,cash,pending,8681000.00,seed,2026-04-23T16:23:00+07:00,2026-04-23T16:23:00+07:00
PAY000158,ORD000176,2026-06-26T20:23:00+07:00,bank_transfer,success,23013500.00,seed,2026-06-26T20:23:00+07:00,2026-06-26T20:23:00+07:00
PAY000159,ORD000177,2026-06-17T15:08:00+07:00,card,success,4588500.00,seed,2026-06-17T15:08:00+07:00,2026-06-17T15:08:00+07:00
PAY000160,ORD000178,2026-02-26T22:47:00+07:00,bank_transfer,pending,15773000.00,seed,2026-02-26T22:47:00+07:00,2026-02-26T22:47:00+07:00
PAY000161,ORD000180,2026-02-16T12:01:00+07:00,cash,success,7782000.00,seed,2026-02-16T12:01:00+07:00,2026-02-16T12:01:00+07:00
PAY000162,ORD000181,2026-01-23T12:56:00+07:00,bank_transfer,success,2363000.00,seed,2026-01-23T12:56:00+07:00,2026-01-23T12:56:00+07:00
PAY000163,ORD000182,2026-06-04T04:41:00+07:00,e_wallet,success,17977500.00,seed,2026-06-04T04:41:00+07:00,2026-06-04T04:41:00+07:00
PAY000164,ORD000183,2026-02-20T22:24:00+07:00,cash,success,1062000.00,seed,2026-02-20T22:24:00+07:00,2026-02-20T22:24:00+07:00
PAY000165,ORD000185,2026-05-29T10:09:00+07:00,cash,success,16591000.00,seed,2026-05-29T10:09:00+07:00,2026-05-29T10:09:00+07:00
PAY000166,ORD000186,2026-03-18T19:14:00+07:00,bank_transfer,success,17337500.00,seed,2026-03-18T19:14:00+07:00,2026-03-18T19:14:00+07:00
PAY000167,ORD000187,2026-05-19T20:04:00+07:00,bank_transfer,success,11297000.00,seed,2026-05-19T20:04:00+07:00,2026-05-19T20:04:00+07:00
PAY000168,ORD000188,2026-02-12T20:55:00+07:00,bank_transfer,success,5240000.00,seed,2026-02-12T20:55:00+07:00,2026-02-12T20:55:00+07:00
PAY000169,ORD000189,2026-02-11T20:30:00+07:00,card,success,10533000.00,seed,2026-02-11T20:30:00+07:00,2026-02-11T20:30:00+07:00
PAY000170,ORD000190,2026-05-16T16:20:00+07:00,card,success,15124000.00,seed,2026-05-16T16:20:00+07:00,2026-05-16T16:20:00+07:00
PAY000171,ORD000191,2026-02-24T03:08:00+07:00,bank_transfer,success,11639000.00,seed,2026-02-24T03:08:00+07:00,2026-02-24T03:08:00+07:00
PAY000172,ORD000192,2026-06-20T16:07:00+07:00,bank_transfer,success,4804000.00,seed,2026-06-20T16:07:00+07:00,2026-06-20T16:07:00+07:00
PAY000173,ORD000193,2026-03-08T07:53:00+07:00,bank_transfer,success,19176000.00,seed,2026-03-08T07:53:00+07:00,2026-03-08T07:53:00+07:00
PAY000174,ORD000194,2026-03-24T02:04:00+07:00,card,success,6540000.00,seed,2026-03-24T02:04:00+07:00,2026-03-24T02:04:00+07:00
PAY000175,ORD000195,2026-01-30T03:23:00+07:00,cash,pending,17282000.00,seed,2026-01-30T03:23:00+07:00,2026-01-30T03:23:00+07:00
PAY000176,ORD000196,2026-01-16T04:55:00+07:00,bank_transfer,success,20584500.00,seed,2026-01-16T04:55:00+07:00,2026-01-16T04:55:00+07:00
PAY000177,ORD000197,2026-06-28T23:28:00+07:00,cash,success,5465500.00,seed,2026-06-28T23:28:00+07:00,2026-06-28T23:28:00+07:00
